acquisition_id,customer_id,acquisition_timestamp,channel,platform,touch_type
11895,11895,2026-02-02,paid_social,web,first_touch
11896,11896,2026-03-11,paid_social,mobile,first_touch
11897,11897,2026-03-09,search,mobile,first_touch
11898,11898,2026-01-07,search,mobile,first_touch
11899,11899,2026-03-11,referral,web,first_touch
11900,11900,2025-12-31,search,mobile,first_touch
11901,11901,2026-03-14,paid_social,web,first_touch
11902,11902,2026-02-19,search,mobile,first_touch
11903,11903,2026-01-09,referral,mobile,first_touch
11904,11904,2026-02-07,search,mobile,first_touch
11905,11905,2026-03-20,search,mobile,first_touch
11906,11906,2026-02-20,paid_social,mobile,first_touch
11907,11907,2026-02-12,paid_social,mobile,first_touch
11908,11908,2026-01-12,referral,mobile,first_touch
11909,11909,2026-01-25,paid_social,mobile,first_touch
11910,11910,2026-03-09,paid_social,mobile,first_touch
11911,11911,2026-03-09,paid_social,web,first_touch
11912,11912,2026-02-06,search,mobile,first_touch
11913,11913,2026-02-12,search,web,first_touch
11914,11914,2026-02-26,search,web,first_touch
11915,11915,2026-03-19,referral,web,first_touch
11916,11916,2026-01-12,paid_social,web,first_touch
11917,11917,2025-12-27,paid_social,mobile,first_touch
11918,11918,2025-12-27,referral,web,first_touch
11919,11919,2026-02-08,search,web,first_touch
11920,11920,2026-01-28,referral,web,first_touch
11921,11921,2026-01-04,search,web,first_touch
11922,11922,2026-01-31,paid_social,mobile,first_touch
11923,11923,2026-02-17,referral,web,first_touch
11924,11924,2026-02-02,paid_social,web,first_touch
11925,11925,2026-02-27,search,web,first_touch
11926,11926,2026-01-18,paid_social,web,first_touch
11927,11927,2026-03-21,search,web,first_touch
11928,11928,2026-02-04,search,mobile,first_touch
11929,11929,2026-02-09,paid_social,mobile,first_touch
11930,11930,2026-02-06,referral,web,first_touch
11931,11931,2026-03-18,paid_social,mobile,first_touch
11932,11932,2026-01-22,search,web,first_touch
11933,11933,2026-02-07,paid_social,mobile,first_touch
11934,11934,2026-01-24,search,mobile,first_touch
11935,11935,2026-02-15,search,mobile,first_touch
11936,11936,2026-02-12,search,web,first_touch
11937,11937,2026-03-17,search,mobile,first_touch
11938,11938,2025-12-29,referral,web,first_touch
11939,11939,2026-02-26,referral,mobile,first_touch
11940,11940,2025-12-31,referral,web,first_touch
11941,11941,2026-02-12,paid_social,mobile,first_touch
11942,11942,2026-01-30,search,mobile,first_touch
11943,11943,2026-01-05,paid_social,mobile,first_touch
11944,11944,2025-12-29,paid_social,mobile,first_touch
11945,11945,2026-03-09,search,web,first_touch
11946,11946,2026-02-27,search,mobile,first_touch
11947,11947,2026-02-15,search,web,first_touch
11948,11948,2026-02-17,search,web,first_touch
11949,11949,2026-01-03,search,mobile,first_touch
11950,11950,2025-12-24,referral,web,first_touch
11951,11951,2026-03-10,paid_social,web,first_touch
11952,11952,2026-01-22,search,mobile,first_touch
11953,11953,2026-03-06,paid_social,mobile,first_touch
11954,11954,2026-01-03,paid_social,mobile,first_touch
11955,11955,2026-02-25,referral,mobile,first_touch
11956,11956,2026-03-13,paid_social,mobile,first_touch
11957,11957,2026-01-29,paid_social,mobile,first_touch
11958,11958,2026-01-20,search,mobile,first_touch
11959,11959,2026-03-05,paid_social,mobile,first_touch
11960,11960,2026-01-26,search,mobile,first_touch
11961,11961,2026-01-21,referral,web,first_touch
11962,11962,2026-03-02,search,mobile,first_touch
11963,11963,2026-02-22,search,mobile,first_touch
11964,11964,2026-01-14,search,mobile,first_touch
11965,11965,2026-02-05,referral,mobile,first_touch
11966,11966,2026-01-09,paid_social,mobile,first_touch
11967,11967,2026-02-05,search,mobile,first_touch
11968,11968,2026-03-05,search,mobile,first_touch
11969,11969,2026-02-23,search,web,first_touch
11970,11970,2026-02-07,paid_social,mobile,first_touch
11971,11971,2026-01-18,search,mobile,first_touch
11972,11972,2026-01-17,referral,mobile,first_touch
11973,11973,2026-02-17,search,mobile,first_touch
11974,11974,2026-01-06,paid_social,mobile,first_touch
11975,11975,2026-03-12,paid_social,web,first_touch
11976,11976,2026-03-04,search,mobile,first_touch
11977,11977,2026-02-28,search,web,first_touch
11978,11978,2026-01-10,referral,web,first_touch
11979,11979,2026-01-27,search,mobile,first_touch
11980,11980,2026-02-09,paid_social,web,first_touch
11981,11981,2026-03-06,referral,mobile,first_touch
11982,11982,2026-01-12,search,web,first_touch
11983,11983,2026-03-06,search,web,first_touch
11984,11984,2026-01-26,search,mobile,first_touch
11985,11985,2026-03-14,paid_social,mobile,first_touch
11986,11986,2025-12-30,paid_social,web,first_touch
11987,11987,2026-03-05,paid_social,mobile,first_touch
11988,11988,2025-12-23,paid_social,web,first_touch
11989,11989,2026-01-23,search,mobile,first_touch
11990,11990,2026-02-14,paid_social,mobile,first_touch
11991,11991,2026-03-02,referral,mobile,first_touch
11992,11992,2026-02-14,paid_social,web,first_touch
11993,11993,2026-01-25,search,mobile,first_touch
11994,11994,2026-01-13,search,web,first_touch
11995,11995,2026-01-23,paid_social,web,first_touch
11996,11996,2026-01-08,search,web,first_touch
11997,11997,2025-12-31,referral,mobile,first_touch
11998,11998,2026-03-03,referral,mobile,first_touch
11999,11999,2026-03-26,paid_social,mobile,first_touch
12000,12000,2026-02-03,search,mobile,first_touch
12001,12001,2026-01-24,paid_social,mobile,first_touch
12002,12002,2026-02-14,search,web,first_touch
12003,12003,2025-12-25,paid_social,mobile,first_touch
12004,12004,2026-01-16,referral,mobile,first_touch
12005,12005,2026-01-31,search,web,first_touch
12006,12006,2026-02-17,paid_social,web,first_touch
12007,12007,2026-01-22,referral,mobile,first_touch
12008,12008,2026-02-02,search,web,first_touch
12009,12009,2026-01-17,paid_social,web,first_touch
12010,12010,2026-01-16,referral,mobile,first_touch
12011,12011,2026-01-27,search,web,first_touch
12012,12012,2026-02-11,search,mobile,first_touch
12013,12013,2026-03-17,paid_social,mobile,first_touch
12014,12014,2026-01-01,paid_social,web,first_touch
12015,12015,2026-01-08,paid_social,web,first_touch
12016,12016,2026-01-06,referral,web,first_touch
12017,12017,2026-01-12,paid_social,mobile,first_touch
12018,12018,2026-02-03,search,mobile,first_touch
12019,12019,2026-03-22,referral,mobile,first_touch
12020,12020,2026-01-21,referral,mobile,first_touch
12021,12021,2026-02-23,referral,mobile,first_touch
12022,12022,2026-03-10,referral,web,first_touch
12023,12023,2026-01-13,referral,mobile,first_touch
12024,12024,2026-01-11,referral,web,first_touch
12025,12025,2026-02-28,search,web,first_touch
12026,12026,2026-01-04,paid_social,web,first_touch
12027,12027,2026-03-08,paid_social,web,first_touch
12028,12028,2026-01-03,search,web,first_touch
12029,12029,2026-02-15,paid_social,mobile,first_touch
12030,12030,2026-03-05,paid_social,web,first_touch
12031,12031,2026-03-19,paid_social,web,first_touch
12032,12032,2026-03-14,search,mobile,first_touch
12033,12033,2026-02-21,search,mobile,first_touch
12034,12034,2026-03-19,paid_social,mobile,first_touch
12035,12035,2026-02-09,search,mobile,first_touch
12036,12036,2026-03-13,paid_social,web,first_touch
12037,12037,2026-03-21,search,web,first_touch
12038,12038,2026-03-13,paid_social,mobile,first_touch
12039,12039,2026-02-27,search,mobile,first_touch
12040,12040,2026-03-24,referral,mobile,first_touch
12041,12041,2026-03-26,paid_social,web,first_touch
12042,12042,2026-02-01,referral,mobile,first_touch
12043,12043,2026-01-22,referral,web,first_touch
12044,12044,2026-02-22,referral,web,first_touch
12045,12045,2026-02-07,referral,mobile,first_touch
12046,12046,2025-12-27,search,mobile,first_touch
12047,12047,2026-01-23,paid_social,web,first_touch
12048,12048,2026-03-15,paid_social,mobile,first_touch
12049,12049,2026-03-15,paid_social,mobile,first_touch
12050,12050,2026-01-08,search,mobile,first_touch
12051,12051,2026-02-23,referral,mobile,first_touch
12052,12052,2026-02-24,paid_social,mobile,first_touch
12053,12053,2026-03-03,search,mobile,first_touch
12054,12054,2026-01-22,referral,mobile,first_touch
12055,12055,2026-03-05,paid_social,mobile,first_touch
12056,12056,2026-02-14,paid_social,web,first_touch
12057,12057,2026-01-07,paid_social,mobile,first_touch
12058,12058,2026-03-08,paid_social,mobile,first_touch
12059,12059,2026-03-20,search,web,first_touch
12060,12060,2026-02-07,search,mobile,first_touch
12061,12061,2026-01-06,search,web,first_touch
12062,12062,2026-03-17,paid_social,web,first_touch
12063,12063,2026-01-09,search,mobile,first_touch
12064,12064,2026-01-23,paid_social,mobile,first_touch
12065,12065,2026-01-20,search,web,first_touch
12066,12066,2026-02-10,paid_social,mobile,first_touch
12067,12067,2026-01-18,referral,mobile,first_touch
12068,12068,2026-03-12,search,mobile,first_touch
12069,12069,2026-01-24,paid_social,web,first_touch
12070,12070,2026-02-14,search,mobile,first_touch
12071,12071,2026-01-04,search,web,first_touch
12072,12072,2026-02-10,referral,mobile,first_touch
12073,12073,2026-01-15,referral,mobile,first_touch
12074,12074,2026-01-29,paid_social,mobile,first_touch
12075,12075,2026-02-10,search,mobile,first_touch
12076,12076,2026-03-05,paid_social,mobile,first_touch
12077,12077,2026-03-08,search,web,first_touch
12078,12078,2026-01-27,paid_social,web,first_touch
12079,12079,2026-01-25,search,mobile,first_touch
12080,12080,2026-01-14,referral,mobile,first_touch
12081,12081,2026-03-13,search,web,first_touch
12082,12082,2026-01-03,referral,mobile,first_touch
12083,12083,2025-12-30,paid_social,web,first_touch
12084,12084,2026-02-02,referral,mobile,first_touch
12085,12085,2026-01-26,referral,web,first_touch
12086,12086,2026-01-16,search,mobile,first_touch
12087,12087,2026-02-05,paid_social,mobile,first_touch
12088,12088,2026-03-23,search,mobile,first_touch
12089,12089,2026-01-21,search,mobile,first_touch
12090,12090,2026-02-15,paid_social,mobile,first_touch
12091,12091,2026-03-03,referral,mobile,first_touch
12092,12092,2026-03-25,referral,mobile,first_touch
12093,12093,2026-03-11,referral,mobile,first_touch
12094,12094,2026-02-25,paid_social,mobile,first_touch
12095,12095,2026-03-11,search,web,first_touch
12096,12096,2026-03-08,paid_social,web,first_touch
12097,12097,2026-03-02,paid_social,mobile,first_touch
12098,12098,2026-01-03,paid_social,mobile,first_touch
12099,12099,2026-01-27,paid_social,mobile,first_touch
12100,12100,2026-02-22,search,web,first_touch
12101,12101,2026-03-12,paid_social,web,first_touch
12102,12102,2026-01-05,paid_social,web,first_touch
12103,12103,2026-03-23,search,web,first_touch
12104,12104,2026-01-10,search,web,first_touch
12105,12105,2026-01-10,referral,mobile,first_touch
12106,12106,2025-12-30,search,mobile,first_touch
12107,12107,2026-02-22,paid_social,web,first_touch
12108,12108,2026-02-16,search,mobile,first_touch
12109,12109,2026-03-15,search,mobile,first_touch
12110,12110,2026-02-20,paid_social,web,first_touch
12111,12111,2025-12-29,paid_social,web,first_touch
12112,12112,2026-01-17,referral,mobile,first_touch
12113,12113,2026-01-27,paid_social,mobile,first_touch
12114,12114,2026-03-15,paid_social,mobile,first_touch
12115,12115,2026-03-02,paid_social,mobile,first_touch
12116,12116,2026-03-19,referral,mobile,first_touch
12117,12117,2026-03-08,search,web,first_touch
12118,12118,2026-03-06,referral,mobile,first_touch
12119,12119,2026-02-01,referral,web,first_touch
12120,12120,2026-02-22,referral,mobile,first_touch
12121,12121,2026-03-05,paid_social,mobile,first_touch
12122,12122,2026-02-15,paid_social,mobile,first_touch
12123,12123,2026-01-30,referral,web,first_touch
12124,12124,2026-01-29,referral,web,first_touch
12125,12125,2026-03-17,referral,mobile,first_touch
12126,12126,2026-02-06,referral,mobile,first_touch
12127,12127,2026-01-27,search,mobile,first_touch
12128,12128,2026-01-08,search,mobile,first_touch
12129,12129,2026-02-12,search,mobile,first_touch
12130,12130,2026-03-23,search,mobile,first_touch
12131,12131,2026-03-04,paid_social,web,first_touch
12132,12132,2026-02-19,paid_social,web,first_touch
12133,12133,2026-01-23,paid_social,web,first_touch
12134,12134,2026-01-31,paid_social,web,first_touch
12135,12135,2026-02-04,paid_social,web,first_touch
12136,12136,2026-01-10,search,mobile,first_touch
12137,12137,2026-02-26,search,mobile,first_touch
12138,12138,2026-01-30,search,mobile,first_touch
12139,12139,2026-03-09,search,mobile,first_touch
12140,12140,2026-01-06,search,mobile,first_touch
12141,12141,2026-01-01,search,mobile,first_touch
12142,12142,2026-03-05,search,web,first_touch
12143,12143,2025-12-31,paid_social,mobile,first_touch
12144,12144,2026-03-02,search,mobile,first_touch
12145,12145,2026-01-20,referral,mobile,first_touch
12146,12146,2026-03-02,paid_social,mobile,first_touch
12147,12147,2026-03-06,referral,mobile,first_touch
12148,12148,2026-02-21,paid_social,mobile,first_touch
12149,12149,2026-01-27,search,web,first_touch
12150,12150,2026-03-14,referral,web,first_touch
12151,12151,2026-02-02,search,web,first_touch
12152,12152,2026-01-09,search,mobile,first_touch
12153,12153,2026-02-21,search,web,first_touch
12154,12154,2026-02-09,paid_social,web,first_touch
12155,12155,2025-12-26,search,web,first_touch
12156,12156,2026-02-20,search,mobile,first_touch
12157,12157,2026-01-02,paid_social,web,first_touch
12158,12158,2026-03-23,paid_social,mobile,first_touch
12159,12159,2026-01-01,referral,mobile,first_touch
12160,12160,2026-01-28,paid_social,mobile,first_touch
12161,12161,2026-01-28,referral,mobile,first_touch
12162,12162,2026-01-16,paid_social,web,first_touch
12163,12163,2026-01-29,search,web,first_touch
12164,12164,2025-12-30,search,web,first_touch
12165,12165,2026-03-20,search,mobile,first_touch
12166,12166,2026-03-25,search,mobile,first_touch
12167,12167,2026-01-05,paid_social,mobile,first_touch
12168,12168,2026-01-17,search,web,first_touch
12169,12169,2026-02-04,search,mobile,first_touch
12170,12170,2026-01-07,search,web,first_touch
12171,12171,2026-01-17,search,mobile,first_touch
12172,12172,2026-03-18,search,mobile,first_touch
12173,12173,2026-02-14,paid_social,mobile,first_touch
12174,12174,2026-03-17,paid_social,mobile,first_touch
12175,12175,2026-01-15,paid_social,web,first_touch
12176,12176,2026-02-08,referral,mobile,first_touch
12177,12177,2026-03-25,referral,mobile,first_touch
12178,12178,2026-01-18,paid_social,mobile,first_touch
12179,12179,2026-03-03,paid_social,web,first_touch
12180,12180,2026-02-05,referral,mobile,first_touch
12181,12181,2026-01-24,paid_social,mobile,first_touch
12182,12182,2026-01-03,search,web,first_touch
12183,12183,2026-03-19,search,mobile,first_touch
12184,12184,2026-01-02,search,web,first_touch
12185,12185,2026-01-05,search,web,first_touch
12186,12186,2026-02-09,referral,mobile,first_touch
12187,12187,2026-01-03,search,mobile,first_touch
12188,12188,2026-03-11,search,mobile,first_touch
12189,12189,2026-03-02,paid_social,web,first_touch
12190,12190,2026-01-04,paid_social,mobile,first_touch
12191,12191,2026-03-15,referral,web,first_touch
12192,12192,2026-02-20,referral,web,first_touch
12193,12193,2026-02-28,referral,mobile,first_touch
12194,12194,2026-01-20,paid_social,mobile,first_touch
12195,12195,2026-03-10,referral,mobile,first_touch
12196,12196,2026-01-02,paid_social,mobile,first_touch
12197,12197,2026-03-24,search,web,first_touch
12198,12198,2026-01-19,search,web,first_touch
12199,12199,2026-01-09,search,web,first_touch
12200,12200,2025-12-30,search,mobile,first_touch
12201,12201,2025-12-29,search,mobile,first_touch
12202,12202,2026-01-12,referral,mobile,first_touch
12203,12203,2026-02-13,paid_social,web,first_touch
12204,12204,2026-01-21,paid_social,web,first_touch
12205,12205,2026-02-13,search,mobile,first_touch
12206,12206,2026-01-09,paid_social,web,first_touch
12207,12207,2026-03-08,paid_social,mobile,first_touch
12208,12208,2026-01-29,paid_social,web,first_touch
12209,12209,2026-02-12,paid_social,web,first_touch
12210,12210,2025-12-26,search,mobile,first_touch
12211,12211,2026-01-26,referral,web,first_touch
12212,12212,2025-12-26,referral,web,first_touch
12213,12213,2026-01-25,search,mobile,first_touch
12214,12214,2026-03-04,paid_social,web,first_touch
12215,12215,2026-02-07,search,web,first_touch
12216,12216,2026-03-03,search,mobile,first_touch
12217,12217,2026-01-03,referral,web,first_touch
12218,12218,2026-01-25,search,web,first_touch
12219,12219,2025-12-28,search,mobile,first_touch
12220,12220,2026-03-26,paid_social,mobile,first_touch
12221,12221,2026-03-20,referral,mobile,first_touch
12222,12222,2026-01-18,referral,mobile,first_touch
12223,12223,2026-03-04,search,mobile,first_touch
12224,12224,2026-03-05,referral,web,first_touch
12225,12225,2026-01-25,paid_social,mobile,first_touch
12226,12226,2026-02-04,paid_social,mobile,first_touch
12227,12227,2026-03-24,referral,mobile,first_touch
12228,12228,2026-01-22,search,web,first_touch
12229,12229,2026-02-01,paid_social,web,first_touch
12230,12230,2026-01-21,paid_social,mobile,first_touch
12231,12231,2026-01-28,paid_social,mobile,first_touch
12232,12232,2026-01-16,paid_social,web,first_touch
12233,12233,2025-12-28,search,mobile,first_touch
12234,12234,2026-02-23,paid_social,web,first_touch
12235,12235,2026-01-20,search,mobile,first_touch
12236,12236,2025-12-25,search,mobile,first_touch
12237,12237,2026-01-05,search,mobile,first_touch
12238,12238,2026-03-14,referral,mobile,first_touch
12239,12239,2026-01-31,paid_social,web,first_touch
12240,12240,2026-01-15,paid_social,web,first_touch
12241,12241,2026-01-24,paid_social,mobile,first_touch
12242,12242,2026-02-07,paid_social,mobile,first_touch
12243,12243,2026-01-23,search,web,first_touch
12244,12244,2026-01-30,paid_social,web,first_touch
12245,12245,2026-01-28,search,mobile,first_touch
12246,12246,2026-03-17,referral,mobile,first_touch
12247,12247,2026-01-24,paid_social,mobile,first_touch
12248,12248,2026-01-06,paid_social,mobile,first_touch
12249,12249,2026-02-04,referral,web,first_touch
12250,12250,2026-01-23,referral,web,first_touch
12251,12251,2026-02-17,paid_social,web,first_touch
12252,12252,2026-02-20,search,web,first_touch
12253,12253,2026-02-01,paid_social,web,first_touch
12254,12254,2026-01-17,search,mobile,first_touch
12255,12255,2026-02-28,search,mobile,first_touch
12256,12256,2026-02-09,paid_social,mobile,first_touch
12257,12257,2026-01-24,paid_social,mobile,first_touch
12258,12258,2025-12-29,search,web,first_touch
12259,12259,2025-12-24,search,web,first_touch
12260,12260,2026-03-16,referral,mobile,first_touch
12261,12261,2026-02-21,search,mobile,first_touch
12262,12262,2026-03-07,referral,mobile,first_touch
12263,12263,2026-01-30,search,mobile,first_touch
12264,12264,2026-01-08,search,web,first_touch
12265,12265,2026-03-24,paid_social,web,first_touch
12266,12266,2026-03-02,paid_social,mobile,first_touch
12267,12267,2026-02-25,search,web,first_touch
12268,12268,2025-12-30,paid_social,web,first_touch
12269,12269,2026-01-02,paid_social,mobile,first_touch
12270,12270,2026-03-18,paid_social,mobile,first_touch
12271,12271,2026-03-11,referral,mobile,first_touch
12272,12272,2026-01-01,search,mobile,first_touch
12273,12273,2026-02-12,referral,web,first_touch
12274,12274,2026-01-24,referral,web,first_touch
12275,12275,2026-02-17,search,web,first_touch
12276,12276,2026-03-12,search,mobile,first_touch
12277,12277,2026-02-16,search,mobile,first_touch
12278,12278,2026-01-15,search,mobile,first_touch
12279,12279,2026-01-29,referral,web,first_touch
12280,12280,2026-03-21,referral,mobile,first_touch
12281,12281,2025-12-31,search,web,first_touch
12282,12282,2026-02-25,referral,mobile,first_touch
12283,12283,2026-02-04,search,mobile,first_touch
12284,12284,2026-02-06,search,web,first_touch
12285,12285,2025-12-24,paid_social,mobile,first_touch
12286,12286,2026-01-08,paid_social,web,first_touch
12287,12287,2026-02-02,paid_social,mobile,first_touch
12288,12288,2026-02-23,search,mobile,first_touch
12289,12289,2026-01-08,paid_social,mobile,first_touch
12290,12290,2026-02-13,referral,mobile,first_touch
12291,12291,2026-03-15,paid_social,mobile,first_touch
12292,12292,2026-02-04,paid_social,mobile,first_touch
12293,12293,2026-02-27,search,web,first_touch
12294,12294,2026-01-27,paid_social,mobile,first_touch
12295,12295,2026-01-04,paid_social,mobile,first_touch
12296,12296,2026-02-14,paid_social,web,first_touch
12297,12297,2025-12-31,search,mobile,first_touch
12298,12298,2026-02-02,paid_social,mobile,first_touch
12299,12299,2026-01-20,search,mobile,first_touch
12300,12300,2026-02-25,paid_social,mobile,first_touch
12301,12301,2025-12-28,paid_social,web,first_touch
12302,12302,2026-01-30,paid_social,mobile,first_touch
12303,12303,2026-01-03,paid_social,mobile,first_touch
12304,12304,2026-03-22,referral,mobile,first_touch
12305,12305,2026-02-28,search,mobile,first_touch
12306,12306,2026-02-10,search,mobile,first_touch
12307,12307,2026-03-16,referral,mobile,first_touch
12308,12308,2026-01-07,paid_social,mobile,first_touch
12309,12309,2026-02-22,referral,web,first_touch
12310,12310,2026-03-19,search,mobile,first_touch
12311,12311,2026-02-07,search,mobile,first_touch
12312,12312,2026-03-24,referral,mobile,first_touch
12313,12313,2026-03-09,paid_social,mobile,first_touch
12314,12314,2026-03-22,search,mobile,first_touch
12315,12315,2026-01-04,search,mobile,first_touch
12316,12316,2026-01-24,search,mobile,first_touch
12317,12317,2026-03-03,paid_social,mobile,first_touch
12318,12318,2026-01-22,paid_social,mobile,first_touch
12319,12319,2026-03-01,referral,mobile,first_touch
12320,12320,2025-12-24,search,mobile,first_touch
12321,12321,2026-02-19,paid_social,mobile,first_touch
12322,12322,2026-03-17,paid_social,web,first_touch
12323,12323,2026-01-21,search,web,first_touch
12324,12324,2026-02-27,paid_social,web,first_touch
12325,12325,2026-01-02,paid_social,mobile,first_touch
12326,12326,2026-01-19,referral,mobile,first_touch
12327,12327,2026-01-07,paid_social,web,first_touch
12328,12328,2026-01-13,paid_social,mobile,first_touch
12329,12329,2026-02-08,search,web,first_touch
12330,12330,2026-03-17,paid_social,web,first_touch
12331,12331,2026-01-06,paid_social,mobile,first_touch
12332,12332,2026-01-23,search,mobile,first_touch
12333,12333,2025-12-30,search,mobile,first_touch
12334,12334,2026-02-10,search,mobile,first_touch
12335,12335,2026-02-20,referral,web,first_touch
12336,12336,2026-01-09,referral,mobile,first_touch
12337,12337,2026-01-12,search,mobile,first_touch
12338,12338,2026-01-06,search,mobile,first_touch
12339,12339,2026-01-02,referral,web,first_touch
12340,12340,2026-01-30,paid_social,mobile,first_touch
12341,12341,2026-01-23,search,mobile,first_touch
12342,12342,2026-01-15,paid_social,mobile,first_touch
12343,12343,2026-03-11,paid_social,web,first_touch
12344,12344,2026-01-11,referral,web,first_touch
12345,12345,2026-01-15,paid_social,web,first_touch
12346,12346,2026-01-27,paid_social,web,first_touch
12347,12347,2026-03-13,paid_social,web,first_touch
12348,12348,2026-01-10,search,web,first_touch
12349,12349,2026-02-18,referral,mobile,first_touch
12350,12350,2026-03-21,search,web,first_touch
12351,12351,2026-03-12,referral,web,first_touch
12352,12352,2026-02-14,search,mobile,first_touch
12353,12353,2026-02-26,referral,web,first_touch
12354,12354,2025-12-25,referral,web,first_touch
12355,12355,2026-02-26,paid_social,mobile,first_touch
12356,12356,2026-01-12,referral,mobile,first_touch
12357,12357,2026-01-21,paid_social,mobile,first_touch
12358,12358,2026-02-04,search,mobile,first_touch
12359,12359,2026-03-07,paid_social,web,first_touch
12360,12360,2026-02-02,search,mobile,first_touch
12361,12361,2026-01-15,referral,web,first_touch
12362,12362,2026-02-25,referral,web,first_touch
12363,12363,2026-02-15,search,web,first_touch
12364,12364,2026-03-06,referral,mobile,first_touch
12365,12365,2026-02-11,search,mobile,first_touch
12366,12366,2026-02-13,paid_social,mobile,first_touch
12367,12367,2025-12-30,referral,mobile,first_touch
12368,12368,2026-01-25,paid_social,mobile,first_touch
12369,12369,2025-12-26,referral,mobile,first_touch
12370,12370,2026-01-08,paid_social,web,first_touch
12371,12371,2026-03-11,paid_social,web,first_touch
12372,12372,2025-12-29,search,mobile,first_touch
12373,12373,2026-01-19,paid_social,web,first_touch
12374,12374,2025-12-30,paid_social,mobile,first_touch
12375,12375,2026-01-31,paid_social,mobile,first_touch
12376,12376,2026-01-28,paid_social,mobile,first_touch
12377,12377,2026-02-27,referral,mobile,first_touch
12378,12378,2025-12-28,search,web,first_touch
12379,12379,2026-01-07,paid_social,mobile,first_touch
12380,12380,2026-01-24,paid_social,mobile,first_touch
12381,12381,2025-12-29,paid_social,mobile,first_touch
12382,12382,2025-12-23,search,web,first_touch
12383,12383,2026-02-15,search,mobile,first_touch
12384,12384,2026-03-11,paid_social,web,first_touch
12385,12385,2025-12-30,referral,mobile,first_touch
12386,12386,2026-01-10,paid_social,mobile,first_touch
12387,12387,2026-03-14,search,mobile,first_touch
12388,12388,2026-02-19,search,web,first_touch
12389,12389,2026-01-18,paid_social,web,first_touch
12390,12390,2026-03-15,paid_social,mobile,first_touch
12391,12391,2026-02-10,search,mobile,first_touch
12392,12392,2026-03-16,search,mobile,first_touch
12393,12393,2026-02-01,referral,web,first_touch
12394,12394,2026-03-09,search,web,first_touch
12395,12395,2026-01-26,referral,mobile,first_touch
12396,12396,2026-02-17,search,mobile,first_touch
12397,12397,2026-01-18,search,mobile,first_touch
12398,12398,2026-01-15,paid_social,web,first_touch
12399,12399,2026-01-02,referral,mobile,first_touch
12400,12400,2026-02-03,paid_social,mobile,first_touch
12401,12401,2026-01-08,paid_social,web,first_touch
12402,12402,2026-02-01,search,mobile,first_touch
12403,12403,2026-02-07,referral,web,first_touch
12404,12404,2026-02-13,paid_social,mobile,first_touch
12405,12405,2026-01-06,paid_social,web,first_touch
12406,12406,2026-01-27,referral,mobile,first_touch
12407,12407,2026-03-18,referral,mobile,first_touch
12408,12408,2025-12-30,search,web,first_touch
12409,12409,2026-03-17,search,web,first_touch
12410,12410,2025-12-28,search,mobile,first_touch
12411,12411,2026-03-23,referral,mobile,first_touch
12412,12412,2026-01-28,paid_social,mobile,first_touch
12413,12413,2026-02-25,referral,mobile,first_touch
12414,12414,2026-03-12,search,mobile,first_touch
12415,12415,2026-03-05,referral,mobile,first_touch
12416,12416,2026-02-28,search,mobile,first_touch
12417,12417,2025-12-31,paid_social,web,first_touch
12418,12418,2026-01-24,referral,web,first_touch
12419,12419,2026-03-10,referral,mobile,first_touch
12420,12420,2026-03-21,referral,web,first_touch
12421,12421,2026-01-19,paid_social,mobile,first_touch
12422,12422,2026-02-24,paid_social,mobile,first_touch
12423,12423,2026-02-01,referral,mobile,first_touch
12424,12424,2026-03-10,search,mobile,first_touch
12425,12425,2026-03-13,paid_social,web,first_touch
12426,12426,2026-03-10,paid_social,mobile,first_touch
12427,12427,2026-02-28,paid_social,web,first_touch
12428,12428,2026-02-18,paid_social,mobile,first_touch
12429,12429,2026-03-22,paid_social,mobile,first_touch
12430,12430,2026-03-21,referral,mobile,first_touch
12431,12431,2026-01-26,search,web,first_touch
12432,12432,2026-02-03,paid_social,mobile,first_touch
12433,12433,2026-01-25,search,mobile,first_touch
12434,12434,2026-03-06,search,mobile,first_touch
12435,12435,2026-03-14,referral,web,first_touch
12436,12436,2026-01-14,referral,mobile,first_touch
12437,12437,2026-02-09,paid_social,web,first_touch
12438,12438,2026-03-22,referral,mobile,first_touch
12439,12439,2026-01-15,paid_social,mobile,first_touch
12440,12440,2026-02-28,search,web,first_touch
12441,12441,2026-03-10,referral,mobile,first_touch
12442,12442,2026-01-17,referral,mobile,first_touch
12443,12443,2026-01-10,paid_social,web,first_touch
12444,12444,2026-02-13,paid_social,mobile,first_touch
12445,12445,2026-03-06,paid_social,mobile,first_touch
12446,12446,2025-12-25,paid_social,mobile,first_touch
12447,12447,2026-03-22,paid_social,web,first_touch
12448,12448,2026-02-11,paid_social,mobile,first_touch
12449,12449,2026-01-04,search,web,first_touch
12450,12450,2026-03-01,paid_social,web,first_touch
12451,12451,2026-02-10,search,web,first_touch
12452,12452,2026-01-26,search,mobile,first_touch
12453,12453,2026-01-22,paid_social,web,first_touch
12454,12454,2026-02-27,search,web,first_touch
12455,12455,2026-01-29,referral,mobile,first_touch
12456,12456,2026-02-26,search,web,first_touch
12457,12457,2026-03-08,search,mobile,first_touch
12458,12458,2026-03-17,search,mobile,first_touch
12459,12459,2026-03-16,search,web,first_touch
12460,12460,2026-03-24,search,mobile,first_touch
12461,12461,2026-02-19,referral,mobile,first_touch
