customer_id,signup_date,experiment_variant
10340,2026-01-24,treatment
10341,2026-01-21,treatment
10342,2026-02-22,treatment
10343,2026-01-16,control
10344,2026-01-26,treatment
10345,2026-01-07,control
10346,2026-01-27,treatment
10347,2026-01-27,treatment
10348,2026-02-07,treatment
10349,2026-01-25,control
10350,2026-01-03,treatment
10351,2026-02-02,control
10352,2026-03-22,control
10353,2026-02-22,treatment
10354,2026-01-20,treatment
10355,2026-03-26,control
10356,2026-02-26,treatment
10357,2026-03-02,control
10358,2026-01-07,treatment
10359,2026-01-24,treatment
10360,2026-02-04,treatment
10361,2026-03-03,treatment
10362,2026-01-04,treatment
10363,2026-01-21,control
10364,2026-03-31,treatment
10365,2026-01-27,control
10366,2026-03-20,control
10367,2026-01-16,treatment
10368,2026-03-18,control
10369,2026-02-05,control
10370,2026-01-19,treatment
10371,2026-03-01,control
10372,2026-02-21,control
10373,2026-01-13,control
10374,2026-03-20,control
10375,2026-03-09,treatment
10376,2026-02-04,treatment
10377,2026-03-23,treatment
10378,2026-01-04,control
10379,2026-03-29,treatment
10380,2026-02-07,control
10381,2026-03-14,treatment
10382,2026-03-22,treatment
10383,2026-03-17,control
10384,2026-01-11,treatment
10385,2026-02-06,treatment
10386,2026-01-08,control
10387,2026-01-22,treatment
10388,2026-02-23,treatment
10389,2026-03-04,control
10390,2026-01-21,control
10391,2026-01-06,treatment
10392,2026-02-04,treatment
10393,2026-02-22,treatment
10394,2026-02-05,treatment
10395,2026-03-27,treatment
10396,2026-03-04,control
10397,2026-02-27,control
10398,2026-01-03,control
10399,2026-03-25,treatment
10400,2026-03-01,treatment
10401,2026-03-30,treatment
10402,2026-02-14,control
10403,2026-03-03,treatment
10404,2026-02-16,treatment
10405,2026-03-19,control
10406,2026-03-05,control
10407,2026-02-05,treatment
10408,2026-02-27,treatment
10409,2026-01-10,treatment
10410,2026-03-02,control
10411,2026-02-11,treatment
10412,2026-01-27,control
10413,2026-03-18,control
10414,2026-03-18,treatment
10415,2026-01-06,control
10416,2026-02-25,treatment
10417,2026-01-05,control
10418,2026-02-11,control
10419,2026-03-27,control
10420,2026-02-15,treatment
10421,2026-01-13,control
10422,2026-01-23,control
10423,2026-01-03,control
10424,2026-03-12,control
10425,2026-03-22,treatment
10426,2026-01-26,control
10427,2026-01-25,control
10428,2026-02-22,treatment
10429,2026-03-13,control
10430,2026-03-26,treatment
10431,2026-03-29,control
10432,2026-02-19,treatment
10433,2026-02-28,control
10434,2026-01-04,control
10435,2026-01-07,control
10436,2026-03-29,treatment
10437,2026-01-22,control
10438,2026-02-20,treatment
10439,2026-01-26,treatment
10440,2026-01-17,control
10441,2026-03-14,control
10442,2026-02-14,control
10443,2026-01-11,treatment
10444,2026-02-03,treatment
10445,2026-02-08,treatment
10446,2026-02-07,control
10447,2026-03-11,treatment
10448,2026-02-13,control
10449,2026-02-25,control
10450,2026-03-16,control
10451,2026-03-25,control
10452,2026-01-22,treatment
10453,2026-02-26,treatment
10454,2026-03-01,control
10455,2026-03-03,control
10456,2026-03-06,treatment
10457,2026-01-10,treatment
10458,2026-03-30,control
10459,2026-03-08,control
10460,2026-01-29,treatment
10461,2026-02-06,treatment
10462,2026-01-19,treatment
10463,2026-02-25,control
10464,2026-03-26,treatment
10465,2026-02-07,control
10466,2026-03-27,treatment
10467,2026-03-07,control
10468,2026-03-12,control
10469,2026-01-06,control
10470,2026-02-04,control
10471,2026-02-14,control
10472,2026-03-29,treatment
10473,2026-03-14,treatment
10474,2026-02-22,treatment
10475,2026-03-18,control
10476,2026-01-20,control
10477,2026-01-14,control
10478,2026-03-16,control
10479,2026-03-13,control
10480,2026-02-13,treatment
10481,2026-01-29,treatment
10482,2026-01-06,control
10483,2026-01-13,treatment
10484,2026-03-12,treatment
10485,2026-02-25,control
10486,2026-03-15,treatment
10487,2026-01-05,control
10488,2026-03-19,control
10489,2026-02-19,treatment
10490,2026-01-15,treatment
10491,2026-03-28,control
10492,2026-01-31,control
10493,2026-02-02,treatment
10494,2026-03-13,control
10495,2026-02-12,treatment
10496,2026-03-10,treatment
10497,2026-02-21,control
10498,2026-03-21,treatment
10499,2026-01-24,treatment
10500,2026-02-19,treatment
10501,2026-01-18,control
10502,2026-01-28,control
10503,2026-03-31,control
10504,2026-02-06,treatment
10505,2026-03-05,treatment
10506,2026-01-27,treatment
10507,2026-01-04,treatment
10508,2026-02-27,control
10509,2026-01-20,control
10510,2026-02-14,treatment
10511,2026-03-10,treatment
10512,2026-02-21,treatment
10513,2026-01-06,control
10514,2026-03-02,control
10515,2026-02-06,treatment
10516,2026-01-22,control
10517,2026-03-03,control
10518,2026-03-22,treatment
10519,2026-01-21,treatment
10520,2026-01-05,treatment
10521,2026-03-17,treatment
10522,2026-01-23,treatment
10523,2026-01-28,control
10524,2026-01-12,control
10525,2026-01-07,treatment
10526,2026-02-07,control
10527,2026-02-24,treatment
10528,2026-03-27,treatment
10529,2026-02-12,control
10530,2026-03-16,treatment
10531,2026-03-25,treatment
10532,2026-02-14,control
10533,2026-02-19,control
10534,2026-02-06,treatment
10535,2026-03-10,control
10536,2026-01-04,control
10537,2026-03-26,treatment
10538,2026-02-14,treatment
10539,2026-01-12,treatment
10540,2026-01-23,treatment
10541,2026-02-19,treatment
10542,2026-01-01,control
10543,2026-03-12,control
10544,2026-03-18,treatment
10545,2026-02-22,control
10546,2026-03-07,treatment
10547,2026-01-08,treatment
10548,2026-03-26,control
10549,2026-02-06,treatment
10550,2026-02-12,treatment
10551,2026-01-25,treatment
10552,2026-02-14,control
10553,2026-01-03,treatment
10554,2026-02-20,control
10555,2026-01-26,treatment
10556,2026-03-21,treatment
10557,2026-01-17,control
10558,2026-01-19,control
10559,2026-02-27,treatment
10560,2026-01-07,treatment
10561,2026-02-28,control
10562,2026-03-01,treatment
10563,2026-02-17,treatment
10564,2026-02-15,control
10565,2026-03-11,treatment
10566,2026-02-23,control
10567,2026-03-14,control
10568,2026-03-21,treatment
10569,2026-01-26,control
10570,2026-03-23,treatment
10571,2026-02-21,treatment
10572,2026-02-04,treatment
10573,2026-03-16,control
10574,2026-03-03,control
10575,2026-03-06,treatment
10576,2026-02-14,treatment
10577,2026-01-05,treatment
10578,2026-02-20,control
10579,2026-03-11,control
10580,2026-03-15,control
10581,2026-01-07,treatment
10582,2026-01-26,control
10583,2026-03-06,treatment
10584,2026-01-09,control
10585,2026-03-20,control
10586,2026-03-03,treatment
10587,2026-03-12,treatment
10588,2026-01-28,treatment
10589,2026-02-24,control
10590,2026-01-27,treatment
10591,2026-01-11,control
10592,2026-01-12,treatment
10593,2026-01-16,treatment
10594,2026-03-27,control
10595,2026-01-09,treatment
10596,2026-03-17,control
10597,2026-02-17,control
10598,2026-03-07,control
10599,2026-03-01,control
10600,2026-02-18,treatment
10601,2026-03-24,treatment
10602,2026-01-03,treatment
10603,2026-02-16,treatment
10604,2026-03-29,treatment
10605,2026-02-24,control
10606,2026-01-18,control
10607,2026-01-22,control
10608,2026-03-06,treatment
10609,2026-02-26,treatment
10610,2026-02-19,treatment
10611,2026-01-04,control
10612,2026-01-26,control
10613,2026-02-09,treatment
10614,2026-02-11,control
10615,2026-02-23,treatment
10616,2026-02-21,control
10617,2026-02-11,control
10618,2026-03-05,treatment
10619,2026-03-01,treatment
10620,2026-03-09,treatment
10621,2026-01-29,control
10622,2026-01-04,control
10623,2026-03-31,treatment
10624,2026-03-20,treatment
10625,2026-01-23,control
10626,2026-03-06,treatment
10627,2026-01-29,control
10628,2026-03-12,control
10629,2026-01-15,treatment
10630,2026-02-01,treatment
10631,2026-02-19,control
10632,2026-03-04,control
10633,2026-01-26,treatment
10634,2026-02-25,treatment
10635,2026-02-06,treatment
10636,2026-01-31,control
10637,2026-03-16,treatment
10638,2026-01-16,treatment
10639,2026-03-07,treatment
10640,2026-02-22,control
10641,2026-03-02,treatment
10642,2026-03-11,treatment
10643,2026-03-14,treatment
10644,2026-02-01,treatment
10645,2026-02-06,treatment
10646,2026-03-20,control
10647,2026-02-17,control
10648,2026-03-20,treatment
10649,2026-03-30,control
10650,2026-03-10,control
10651,2026-03-16,treatment
10652,2026-01-12,control
10653,2026-03-09,treatment
10654,2026-02-16,control
10655,2026-02-17,control
10656,2026-03-30,control
10657,2026-01-24,treatment
10658,2026-01-24,treatment
10659,2026-01-18,control
10660,2026-01-04,control
10661,2026-01-16,control
10662,2026-02-16,treatment
10663,2026-02-02,treatment
10664,2026-01-24,treatment
10665,2026-03-31,control
10666,2026-03-08,treatment
10667,2026-01-18,control
10668,2026-03-26,control
10669,2026-02-27,control
10670,2026-02-08,control
10671,2026-02-02,control
10672,2026-03-13,treatment
10673,2026-02-08,control
10674,2026-03-06,treatment
10675,2026-02-12,treatment
10676,2026-03-02,treatment
10677,2026-03-10,control
10678,2026-01-03,treatment
10679,2026-01-12,control
10680,2026-03-07,control
10681,2026-01-27,control
10682,2026-03-11,treatment
10683,2026-02-03,treatment
10684,2026-01-07,treatment
10685,2026-02-09,treatment
10686,2026-03-23,treatment
10687,2026-03-30,treatment
10688,2026-02-11,treatment
10689,2026-02-28,control
10690,2026-03-11,treatment
10691,2026-02-06,treatment
10692,2026-03-04,treatment
10693,2026-03-20,control
10694,2026-03-13,control
10695,2026-02-20,treatment
10696,2026-01-03,control
10697,2026-03-05,control
10698,2026-02-27,treatment
10699,2026-02-12,treatment
10700,2026-01-29,treatment
10701,2026-02-11,treatment
10702,2026-02-03,control
10703,2026-01-13,control
10704,2026-01-13,treatment
10705,2026-01-30,control
10706,2026-02-21,treatment
10707,2026-01-02,treatment
10708,2026-03-06,treatment
10709,2026-01-03,treatment
10710,2026-01-22,treatment
10711,2026-03-24,treatment
10712,2026-01-15,control
10713,2026-01-22,control
10714,2026-03-27,control
10715,2026-01-07,treatment
10716,2026-01-22,control
10717,2026-02-19,treatment
10718,2026-01-30,treatment
10719,2026-02-22,control
10720,2026-03-21,treatment
10721,2026-02-11,control
10722,2026-02-07,control
10723,2026-01-28,control
10724,2026-01-30,control
10725,2026-02-21,treatment
10726,2026-01-07,treatment
10727,2026-01-14,treatment
10728,2026-03-12,treatment
10729,2026-02-09,treatment
10730,2026-03-08,treatment
10731,2026-03-18,treatment
10732,2026-01-25,control
10733,2026-02-03,treatment
10734,2026-02-24,treatment
10735,2026-03-04,control
10736,2026-01-06,control
10737,2026-02-20,control
10738,2026-01-21,control
10739,2026-02-10,treatment
10740,2026-03-14,control
10741,2026-01-15,treatment
10742,2026-03-27,treatment
10743,2026-01-31,control
10744,2026-03-11,treatment
10745,2026-01-17,treatment
10746,2026-03-06,treatment
10747,2026-03-17,control
10748,2026-03-02,treatment
10749,2026-03-25,control
10750,2026-01-07,control
10751,2026-03-24,control
10752,2026-02-19,control
10753,2026-01-23,treatment
10754,2026-03-02,control
10755,2026-02-13,treatment
10756,2026-03-10,control
10757,2026-03-07,treatment
10758,2026-03-06,control
10759,2026-03-17,treatment
10760,2026-01-30,treatment
10761,2026-01-21,control
10762,2026-02-22,treatment
10763,2026-01-21,control
10764,2026-03-14,treatment
10765,2026-03-24,treatment
10766,2026-02-14,control
10767,2026-03-13,control
10768,2026-02-07,control
10769,2026-03-21,treatment
10770,2026-01-09,treatment
10771,2026-03-30,control
10772,2026-02-19,control
10773,2026-03-28,control
10774,2026-03-05,treatment
10775,2026-03-07,control
10776,2026-02-01,control
10777,2026-03-01,treatment
10778,2026-03-09,control
10779,2026-03-08,treatment
10780,2026-03-31,control
10781,2026-01-06,control
10782,2026-01-19,treatment
10783,2026-02-08,control
10784,2026-02-25,control
10785,2026-02-23,treatment
10786,2026-01-31,treatment
10787,2026-01-13,treatment
10788,2026-01-22,control
10789,2026-03-12,control
10790,2026-02-20,control
10791,2026-01-02,treatment
10792,2026-02-04,treatment
10793,2026-02-05,treatment
10794,2026-02-25,treatment
10795,2026-03-15,control
10796,2026-03-01,treatment
10797,2026-03-31,control
10798,2026-02-07,control
10799,2026-03-15,treatment
10800,2026-01-02,treatment
10801,2026-01-28,control
10802,2026-03-24,control
10803,2026-01-05,treatment
10804,2026-03-28,control
10805,2026-02-16,treatment
10806,2026-01-25,treatment
10807,2026-01-03,control
10808,2026-03-19,control
10809,2026-01-16,control
10810,2026-03-24,treatment
10811,2026-03-31,control
10812,2026-01-20,treatment
10813,2026-03-04,control
10814,2026-02-13,treatment
10815,2026-02-21,control
10816,2026-01-08,control
10817,2026-02-09,treatment
10818,2026-02-09,treatment
10819,2026-02-20,control
10820,2026-01-28,control
10821,2026-02-09,treatment
10822,2026-01-15,control
10823,2026-01-30,control
10824,2026-02-20,control
10825,2026-02-25,control
10826,2026-01-12,treatment
10827,2026-02-25,treatment
10828,2026-02-01,treatment
10829,2026-01-22,treatment
10830,2026-03-19,control
10831,2026-03-12,treatment
10832,2026-03-03,control
10833,2026-02-07,control
10834,2026-03-14,treatment
10835,2026-02-07,control
10836,2026-01-21,control
10837,2026-02-13,control
10838,2026-02-20,treatment
10839,2026-02-25,control
10840,2026-01-27,treatment
10841,2026-02-19,treatment
10842,2026-02-10,treatment
10843,2026-01-22,control
10844,2026-02-24,treatment
10845,2026-01-28,control
10846,2026-02-04,treatment
10847,2026-03-28,treatment
10848,2026-02-17,control
10849,2026-02-19,treatment
10850,2026-02-22,treatment
10851,2026-01-13,control
10852,2026-01-12,control
10853,2026-02-08,treatment
10854,2026-01-02,treatment
10855,2026-01-27,treatment
10856,2026-01-09,control
10857,2026-02-26,treatment
10858,2026-03-21,treatment
10859,2026-01-03,treatment
10860,2026-03-30,control
10861,2026-02-13,control
10862,2026-01-14,treatment
10863,2026-01-29,control
10864,2026-02-01,control
10865,2026-02-01,treatment
10866,2026-01-30,control
10867,2026-03-28,control
10868,2026-02-23,control
10869,2026-01-16,treatment
10870,2026-01-28,treatment
10871,2026-02-01,control
10872,2026-03-28,control
10873,2026-03-20,treatment
10874,2026-01-17,control
10875,2026-03-05,treatment
10876,2026-02-13,treatment
10877,2026-01-20,control
10878,2026-01-20,control
10879,2026-02-28,control
10880,2026-02-06,treatment
10881,2026-01-02,control
10882,2026-01-19,treatment
10883,2026-01-01,treatment
10884,2026-01-08,treatment
10885,2026-01-17,treatment
10886,2026-03-23,control
10887,2026-01-31,treatment
10888,2026-02-22,treatment
10889,2026-03-24,control
10890,2026-03-02,control
10891,2026-03-27,control
10892,2026-02-06,control
10893,2026-01-03,treatment
10894,2026-01-15,control
10895,2026-03-26,treatment
10896,2026-03-29,treatment
10897,2026-02-24,control
10898,2026-01-31,treatment
10899,2026-01-14,control
10900,2026-03-08,control
10901,2026-02-03,control
10902,2026-03-23,control
10903,2026-03-04,control
10904,2026-02-20,control
10905,2026-03-17,control
10906,2026-02-06,control
10907,2026-02-27,treatment
10908,2026-01-24,control
10909,2026-03-30,treatment
10910,2026-01-05,treatment
10911,2026-01-22,treatment
10912,2026-01-07,treatment
10913,2026-03-27,treatment
10914,2026-03-02,treatment
10915,2026-01-24,treatment
10916,2026-03-24,treatment
10917,2026-03-07,control
10918,2026-03-10,treatment
10919,2026-02-17,treatment
10920,2026-01-28,control
10921,2026-03-25,treatment
10922,2026-01-11,treatment
10923,2026-01-22,treatment
10924,2026-01-19,control
10925,2026-03-10,control
10926,2026-03-19,control
10927,2026-03-17,treatment
10928,2026-01-23,treatment
10929,2026-02-18,treatment
10930,2026-02-18,control
10931,2026-03-28,control
10932,2026-03-31,treatment
10933,2026-01-29,treatment
10934,2026-03-31,treatment
10935,2026-03-22,control
10936,2026-01-20,control
10937,2026-03-08,treatment
10938,2026-03-28,treatment
10939,2026-01-23,control
10940,2026-01-28,treatment
10941,2026-03-21,treatment
10942,2026-03-16,treatment
10943,2026-03-15,control
10944,2026-01-22,control
10945,2026-01-24,treatment
10946,2026-01-04,treatment
10947,2026-03-07,treatment
10948,2026-03-14,treatment
10949,2026-03-15,control
10950,2026-02-11,control
10951,2026-01-08,control
10952,2026-03-30,treatment
10953,2026-03-19,control
10954,2026-02-01,treatment
10955,2026-03-07,treatment
10956,2026-02-02,treatment
10957,2026-03-18,treatment
10958,2026-02-20,treatment
10959,2026-03-31,control
10960,2026-03-13,treatment
10961,2026-02-28,control
10962,2026-01-02,control
10963,2026-02-09,treatment
10964,2026-02-27,treatment
10965,2026-02-15,treatment
10966,2026-01-22,control
10967,2026-02-23,treatment
10968,2026-01-21,treatment
10969,2026-03-27,treatment
10970,2026-01-08,control
10971,2026-01-25,treatment
10972,2026-01-01,treatment
10973,2026-01-20,treatment
10974,2026-01-28,control
10975,2026-03-27,treatment
10976,2026-02-28,control
10977,2026-01-14,control
10978,2026-02-08,control
10979,2026-01-14,treatment
10980,2026-01-11,treatment
10981,2026-02-23,control
10982,2026-02-14,control
10983,2026-01-16,control
10984,2026-03-16,control
10985,2026-03-29,treatment
10986,2026-03-17,control
10987,2026-03-21,control
10988,2026-02-22,treatment
10989,2026-01-21,control
10990,2026-02-19,treatment
10991,2026-01-17,treatment
10992,2026-02-02,treatment
10993,2026-02-05,treatment
10994,2026-02-14,control
10995,2026-03-15,treatment
10996,2026-03-11,treatment
10997,2026-03-03,control
10998,2026-02-08,treatment
10999,2026-01-04,treatment
11000,2026-03-17,treatment
11001,2026-01-18,treatment
11002,2026-02-25,control
11003,2026-01-14,treatment
11004,2026-02-06,treatment
11005,2026-01-15,treatment
11006,2026-03-25,control
11007,2026-02-06,treatment
11008,2026-03-21,treatment
11009,2026-02-09,control
11010,2026-02-05,treatment
11011,2026-02-04,treatment
11012,2026-03-08,treatment
11013,2026-03-11,treatment
11014,2026-03-25,control
11015,2026-01-06,treatment
11016,2026-02-22,treatment
11017,2026-01-23,treatment
11018,2026-03-26,control
11019,2026-01-24,control
11020,2026-01-08,treatment
11021,2026-02-02,control
11022,2026-03-26,treatment
11023,2026-02-23,treatment
11024,2026-03-03,treatment
11025,2026-02-23,control
11026,2026-01-15,treatment
11027,2026-03-23,control
11028,2026-01-11,treatment
11029,2026-01-28,control
11030,2026-03-07,treatment
11031,2026-03-25,control
11032,2026-01-23,control
11033,2026-03-28,treatment
11034,2026-01-04,treatment
11035,2026-02-15,treatment
11036,2026-01-19,treatment
11037,2026-03-21,treatment
11038,2026-01-10,control
11039,2026-02-22,treatment
11040,2026-01-16,treatment
11041,2026-01-10,treatment
11042,2026-02-17,control
11043,2026-01-25,treatment
11044,2026-02-17,control
11045,2026-01-27,treatment
11046,2026-02-10,treatment
11047,2026-01-20,treatment
11048,2026-03-09,control
11049,2026-03-23,control
11050,2026-01-02,control
11051,2026-02-07,control
11052,2026-03-22,control
11053,2026-03-26,treatment
11054,2026-03-31,control
11055,2026-01-07,control
11056,2026-03-27,treatment
11057,2026-01-08,control
11058,2026-01-24,control
11059,2026-02-12,treatment
11060,2026-03-21,control
11061,2026-02-09,control
11062,2026-03-08,treatment
11063,2026-02-21,control
11064,2026-02-13,control
11065,2026-01-11,control
11066,2026-03-30,control
11067,2026-01-09,treatment
11068,2026-01-21,control
11069,2026-03-18,control
11070,2026-02-22,control
11071,2026-01-29,treatment
11072,2026-01-20,control
11073,2026-01-14,treatment
11074,2026-01-24,control
11075,2026-03-14,treatment
11076,2026-03-16,control
11077,2026-03-02,control
11078,2026-02-27,treatment
11079,2026-01-26,control
11080,2026-03-06,treatment
11081,2026-03-27,treatment
11082,2026-02-02,treatment
11083,2026-02-20,control
11084,2026-03-25,treatment
11085,2026-01-14,control
11086,2026-02-11,treatment
11087,2026-03-06,treatment
11088,2026-01-30,treatment
11089,2026-01-08,treatment
11090,2026-01-17,treatment
11091,2026-03-21,treatment
11092,2026-01-24,control
11093,2026-03-20,treatment
11094,2026-03-12,control
11095,2026-02-26,control
11096,2026-01-30,treatment
11097,2026-02-07,control
11098,2026-01-29,treatment
11099,2026-02-04,control
11100,2026-02-04,control
11101,2026-02-05,treatment
11102,2026-01-30,control
11103,2026-02-05,treatment
11104,2026-02-17,treatment
11105,2026-02-17,treatment
11106,2026-03-30,control
11107,2026-01-16,treatment
11108,2026-03-27,control
11109,2026-03-18,control
11110,2026-03-26,control
11111,2026-03-14,control
11112,2026-02-24,treatment
11113,2026-02-08,control
11114,2026-03-30,control
11115,2026-03-16,treatment
11116,2026-02-02,control
11117,2026-01-26,control
11118,2026-01-18,control
11119,2026-03-03,control
11120,2026-03-23,treatment
11121,2026-03-21,treatment
11122,2026-03-15,treatment
11123,2026-03-18,treatment
11124,2026-02-05,control
11125,2026-03-14,treatment
11126,2026-01-22,control
11127,2026-02-20,control
11128,2026-02-03,control
11129,2026-01-23,control
11130,2026-02-08,treatment
11131,2026-03-10,control
11132,2026-03-17,control
11133,2026-02-23,control
11134,2026-02-05,treatment
11135,2026-02-27,treatment
11136,2026-02-13,treatment
11137,2026-01-31,treatment
11138,2026-01-17,treatment
11139,2026-02-11,control
11140,2026-03-07,control
11141,2026-02-21,control
11142,2026-02-26,control
11143,2026-03-09,treatment
11144,2026-01-14,control
11145,2026-03-16,control
11146,2026-01-26,treatment
11147,2026-01-25,control
11148,2026-01-28,control
11149,2026-03-12,control
11150,2026-02-25,treatment
11151,2026-01-05,control
11152,2026-01-02,control
11153,2026-03-03,control
11154,2026-02-22,treatment
11155,2026-01-31,control
11156,2026-01-24,control
11157,2026-03-09,treatment
11158,2026-03-23,treatment
11159,2026-03-20,control
11160,2026-03-15,control
11161,2026-01-03,control
11162,2026-02-20,treatment
11163,2026-01-26,control
11164,2026-01-27,treatment
11165,2026-03-21,treatment
11166,2026-01-24,treatment
11167,2026-03-02,control
11168,2026-01-06,treatment
11169,2026-03-07,treatment
11170,2026-02-04,treatment
11171,2026-01-10,control
11172,2026-01-14,treatment
11173,2026-02-02,treatment
11174,2026-02-26,treatment
11175,2026-03-16,treatment
11176,2026-03-19,treatment
11177,2026-03-15,control
11178,2026-01-07,treatment
11179,2026-03-13,treatment
11180,2026-03-22,treatment
11181,2026-02-24,control
11182,2026-02-06,control
11183,2026-03-17,treatment
11184,2026-01-03,treatment
11185,2026-01-01,control
11186,2026-01-08,control
11187,2026-03-05,treatment
11188,2026-01-01,treatment
11189,2026-01-09,control
11190,2026-02-23,control
11191,2026-02-22,control
11192,2026-01-25,control
11193,2026-03-17,treatment
11194,2026-02-12,treatment
11195,2026-02-25,treatment
11196,2026-03-07,treatment
11197,2026-03-04,control
11198,2026-02-07,control
11199,2026-02-20,control
11200,2026-01-18,control
11201,2026-03-01,treatment
11202,2026-03-17,control
11203,2026-03-02,treatment
11204,2026-01-19,control
11205,2026-03-29,control
11206,2026-03-07,control
11207,2026-03-27,treatment
11208,2026-03-03,treatment
11209,2026-03-01,treatment
11210,2026-03-14,control
11211,2026-03-18,treatment
11212,2026-02-10,treatment
11213,2026-02-27,control
11214,2026-03-25,control
11215,2026-03-12,control
11216,2026-01-11,control
11217,2026-03-23,treatment
11218,2026-02-18,control
11219,2026-01-16,treatment
11220,2026-03-05,treatment
11221,2026-03-29,control
11222,2026-03-19,treatment
11223,2026-01-15,control
11224,2026-02-28,control
11225,2026-01-15,control
11226,2026-03-01,control
11227,2026-02-12,control
11228,2026-03-28,treatment
11229,2026-01-03,treatment
11230,2026-02-07,treatment
11231,2026-03-12,control
11232,2026-02-18,treatment
11233,2026-02-13,control
11234,2026-03-02,treatment
11235,2026-01-27,treatment
11236,2026-01-25,treatment
11237,2026-02-01,control
11238,2026-02-04,treatment
11239,2026-01-23,treatment
11240,2026-03-03,control
11241,2026-02-01,treatment
11242,2026-02-05,control
11243,2026-01-17,treatment
11244,2026-03-23,treatment
11245,2026-01-13,treatment
11246,2026-02-21,control
11247,2026-03-26,control
11248,2026-03-04,control
11249,2026-03-30,control
11250,2026-01-15,treatment
11251,2026-02-14,control
11252,2026-03-29,treatment
11253,2026-01-07,control
11254,2026-03-31,control
11255,2026-01-10,control
11256,2026-03-02,control
11257,2026-03-14,control
11258,2026-01-19,control
11259,2026-03-17,control
11260,2026-02-18,control
11261,2026-02-26,treatment
11262,2026-01-09,treatment
11263,2026-01-06,treatment
11264,2026-01-05,control
11265,2026-01-31,control
11266,2026-01-28,control
11267,2026-02-26,treatment
11268,2026-01-21,treatment
11269,2026-02-10,control
11270,2026-03-28,control
11271,2026-03-29,control
11272,2026-03-09,control
11273,2026-02-21,treatment
11274,2026-03-06,control
11275,2026-03-07,control
11276,2026-03-10,control
11277,2026-02-04,control
11278,2026-02-02,control
11279,2026-02-21,control
11280,2026-03-31,control
11281,2026-03-04,control
11282,2026-02-22,treatment
11283,2026-03-29,treatment
11284,2026-01-19,control
11285,2026-03-11,treatment
11286,2026-03-02,control
11287,2026-01-24,treatment
11288,2026-02-19,treatment
11289,2026-02-17,control
11290,2026-02-24,control
11291,2026-03-27,treatment
11292,2026-01-25,control
11293,2026-02-06,control
11294,2026-02-22,treatment
11295,2026-01-08,control
11296,2026-01-07,treatment
11297,2026-02-07,treatment
11298,2026-03-15,treatment
11299,2026-02-02,treatment
11300,2026-02-24,treatment
11301,2026-03-10,treatment
11302,2026-03-01,treatment
11303,2026-02-23,treatment
11304,2026-02-21,treatment
11305,2026-02-17,treatment
11306,2026-03-30,treatment
11307,2026-02-05,control
11308,2026-01-08,treatment
11309,2026-03-20,control
11310,2026-02-12,control
11311,2026-03-30,control
11312,2026-03-02,treatment
11313,2026-02-22,treatment
11314,2026-02-24,control
11315,2026-02-02,control
11316,2026-03-06,control
11317,2026-01-28,control
11318,2026-03-30,control
11319,2026-02-23,treatment
11320,2026-02-13,control
11321,2026-01-24,control
11322,2026-03-13,control
11323,2026-02-11,treatment
11324,2026-02-14,treatment
11325,2026-01-15,control
11326,2026-03-08,control
11327,2026-01-07,treatment
11328,2026-02-14,control
11329,2026-03-12,treatment
11330,2026-02-10,treatment
11331,2026-01-15,treatment
11332,2026-03-28,treatment
11333,2026-01-04,control
11334,2026-03-03,control
11335,2026-01-01,control
11336,2026-03-03,control
11337,2026-03-29,control
11338,2026-02-16,control
11339,2026-01-01,treatment
11340,2026-01-07,control
11341,2026-01-21,treatment
11342,2026-02-02,control
11343,2026-03-21,control
11344,2026-01-05,control
11345,2026-02-16,treatment
11346,2026-03-08,treatment
11347,2026-03-01,treatment
11348,2026-03-13,control
11349,2026-03-03,control
11350,2026-01-03,treatment
11351,2026-03-21,control
11352,2026-02-14,control
11353,2026-02-14,control
11354,2026-03-23,control
11355,2026-03-11,control
11356,2026-01-10,control
11357,2026-01-28,treatment
11358,2026-02-02,treatment
11359,2026-03-27,control
11360,2026-01-11,control
11361,2026-02-12,treatment
11362,2026-02-14,control
11363,2026-01-17,treatment
11364,2026-02-17,control
11365,2026-01-21,treatment
11366,2026-02-05,treatment
11367,2026-03-12,control
11368,2026-03-17,treatment
11369,2026-01-04,treatment
11370,2026-02-06,treatment
11371,2026-01-02,control
11372,2026-01-10,control
11373,2026-01-03,control
11374,2026-03-13,treatment
11375,2026-02-17,control
11376,2026-01-20,control
11377,2026-02-12,treatment
11378,2026-03-07,control
11379,2026-01-26,treatment
11380,2026-02-09,control
11381,2026-01-13,treatment
11382,2026-01-20,control
11383,2026-01-20,control
11384,2026-01-09,treatment
11385,2026-03-14,control
11386,2026-03-16,control
11387,2026-02-17,control
11388,2026-01-20,treatment
11389,2026-01-05,control
11390,2026-03-30,control
11391,2026-02-09,control
11392,2026-02-17,control
11393,2026-02-15,treatment
11394,2026-03-07,control
11395,2026-02-09,treatment
11396,2026-02-20,treatment
11397,2026-03-10,treatment
11398,2026-03-31,treatment
11399,2026-03-05,control
11400,2026-01-22,treatment
11401,2026-01-18,treatment
11402,2026-02-05,treatment
11403,2026-03-15,control
11404,2026-03-21,control
11405,2026-02-11,treatment
11406,2026-01-18,control
11407,2026-02-28,treatment
11408,2026-02-26,control
11409,2026-01-13,treatment
11410,2026-03-22,control
11411,2026-03-27,control
11412,2026-03-31,control
11413,2026-02-17,treatment
